,DateTime,Country,Mining_GDP_BUSD,Base_Date,Base_Mining_GDP,OilEquivalentMUSD,OilShare,LastUpdate,Orig_Fcst,Mining_GDP_BUSD_forecasted,Mining_GDP_BUSD_part_fcst,Mining_GDP_BUSD_full_fcst,Region 2,Regional 3,Fin Region,Sales Area
860,2014-03-31,Canada,31.21088620871447,2019-12-31,29.3489284723453,32059.607805639094,102.71931271431714,2018-12-21T14:03:00,Original,,,,Americas,Northern America,North A,North America
861,2014-06-30,Canada,33.13528686940979,2019-12-31,29.3489284723453,22076.8796,66.62649304050898,2018-12-21T14:03:00,Original,,,,Americas,Northern America,North A,North America
862,2014-09-30,Canada,32.428309028764936,2019-12-31,29.3489284723453,21425.759013376624,66.07115713116987,2018-12-21T14:03:00,Original,,,,Americas,Northern America,North A,North America
863,2014-12-31,Canada,31.5752837173511,2019-12-31,29.3489284723453,16691.839049407114,52.86362332901127,2018-12-21T14:03:00,Original,,,,Americas,Northern America,North A,North America
864,2015-03-31,Canada,27.950232278914605,2019-12-31,29.3489284723453,5600.124988636363,20.03605885186523,2019-11-29T14:03:00,Original,,,,Americas,Northern America,North A,North America
865,2015-06-30,Canada,27.25394215773931,2019-12-31,29.3489284723453,11880.14069155844,43.59054049061608,2019-11-29T14:03:00,Original,,,,Americas,Northern America,North A,North America
866,2015-09-30,Canada,26.792602042321533,2019-12-31,29.3489284723453,15914.70696047619,59.39963179140777,2019-11-29T14:03:00,Original,,,,Americas,Northern America,North A,North America
867,2015-12-31,Canada,25.92131328754752,2019-12-31,29.3489284723453,9391.212437272728,36.229693816417175,2019-11-29T14:03:00,Original,,,,Americas,Northern America,North A,North America
868,2016-03-31,Canada,24.617756398327145,2019-12-31,29.3489284723453,7800.373925194805,31.685966011609672,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
869,2016-06-30,Canada,24.42742064595433,2019-12-31,29.3489284723453,8638.841384545456,35.365344175117485,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
870,2016-09-30,Canada,26.559313898739475,2019-12-31,29.3489284723453,10578.10774624506,39.8282417481692,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
871,2016-12-31,Canada,27.055782786577588,2019-12-31,29.3489284723453,11716.405883636364,43.30462724386185,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
872,2017-03-31,Canada,27.971170803182467,2019-12-31,29.3489284723453,18950.43773,67.74989099792663,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
873,2017-06-30,Canada,27.635579778920956,2019-12-31,29.3489284723453,16258.948875664715,58.83339161230926,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
874,2017-09-30,Canada,30.081164162939523,2019-12-31,29.3489284723453,12015.084666015384,39.94221965923168,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
875,2017-12-31,Canada,29.212894348310662,2019-12-31,29.3489284723453,13545.560270884616,46.36842932911211,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
876,2018-03-31,Canada,30.30938456753418,2019-12-31,29.3489284723453,15723.753465811536,51.87750820468323,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
877,2018-06-30,Canada,30.758284819013557,2019-12-31,29.3489284723453,17233.155057074073,56.02768541378881,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
878,2018-09-30,Canada,30.909319793779915,2019-12-31,29.3489284723453,28066.62738589231,90.80312207821648,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
879,2018-12-31,Canada,29.91423262732045,2019-12-31,29.3489284723453,24552.348909025983,82.07581058456603,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
880,2019-03-31,Canada,28.6115128230814,2019-12-31,29.3489284723453,13519.811181152,47.25304553013825,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
881,2019-06-30,Canada,30.659441325099664,2019-12-31,29.3489284723453,23913.973669786665,77.99872612228341,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
882,2019-09-30,Canada,29.565196569981715,2019-12-31,29.3489284723453,15215.002363401993,51.46254423638828,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
883,2019-12-31,Canada,29.3489284723453,2019-12-31,29.3489284723453,16006.565925220511,54.53884267121734,2020-12-01T14:01:00,Original,,,,Americas,Northern America,North A,North America
884,2020-03-31,Canada,29.17864033164377,2019-12-31,29.3489284723453,12420.767071706185,42.56801184199136,2021-11-30T13:51:00,Original,,29.17864033164377,,Americas,Northern America,North A,North America
885,2020-06-30,Canada,24.66908755131047,2019-12-31,29.3489284723453,6459.411566233766,26.18423382218136,2021-11-30T13:51:00,Original,,24.66908755131047,,Americas,Northern America,North A,North America
886,2020-09-30,Canada,25.585165312074928,2019-12-31,29.3489284723453,14709.386006277056,57.49185446667783,2021-10-01T13:30:00,Original,,25.585165312074928,,Americas,Northern America,North A,North America
887,2020-12-31,Canada,27.698179607177792,2019-12-31,29.3489284723453,12372.02689935065,44.66729248930325,2021-11-30T13:51:00,Original,,27.698179607177792,,Americas,Northern America,North A,North America
888,2021-03-31,Canada,29.744538331235287,2019-12-31,29.3489284723453,8652.643173913042,29.089855346071197,2021-11-30T13:51:00,Original,,29.744538331235287,,Americas,Northern America,North A,North America
889,2021-06-30,Canada,30.623271432891848,2019-12-31,29.3489284723453,25586.240981125546,83.55162523114323,2021-11-30T13:51:00,Original,,30.623271432891848,,Americas,Northern America,North A,North America
890,2021-09-30,Canada,31.52823780443524,2019-12-31,29.3489284723453,18610.214547272728,59.0271320037263,2021-11-30T13:51:00,Original,,31.52823780443524,,Americas,Northern America,North A,North America
891,2021-12-31,Canada,32.064920574365665,2019-12-31,29.3489284723453,0.0,0.0,Forecast,Forecast,32.064920574365665,32.064920574365665,,Americas,Northern America,North A,North America
892,2022-03-31,Canada,31.1229654562675,2019-12-31,29.3489284723453,35820.63853333333,115.09391219055516,Forecast,Forecast,31.1229654562675,31.1229654562675,31.1229654562675,Americas,Northern America,North A,North America
893,2022-06-30,Canada,30.586197916666663,2019-12-31,29.3489284723453,36226.2537,118.43987212369412,Forecast,Forecast,30.586197916666663,30.586197916666663,30.586197916666663,Americas,Northern America,North A,North America
894,2022-09-30,Canada,31.682364341085268,2019-12-31,29.3489284723453,35706.6628,112.70201433071732,Forecast,Forecast,31.682364341085268,31.682364341085268,31.682364341085268,Americas,Northern America,North A,North America
895,2022-12-31,Canada,32.23025641025641,2019-12-31,29.3489284723453,34964.094,108.48220862702668,Forecast,Forecast,32.23025641025641,32.23025641025641,32.23025641025641,Americas,Northern America,North A,North America
896,2007-03-31,Chile,6.012924660803297,2019-12-31,5.518143411256093,3.3257221052631585,0.0553095588731168,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
897,2007-06-30,Chile,6.5858429250712165,2019-12-31,5.518143411256093,7.781076363636363,0.1181485263490735,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
898,2007-09-30,Chile,6.484966720560217,2019-12-31,5.518143411256093,13.625352981366458,0.2101067525630942,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
899,2007-12-31,Chile,7.161765558421983,2019-12-31,5.518143411256093,25.01509933229813,0.349286766346062,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
900,2008-03-31,Chile,7.085790955948775,2019-12-31,5.518143411256093,26.74182442857143,0.3774006966169488,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
901,2008-06-30,Chile,7.198170049505355,2019-12-31,5.518143411256093,22.183059740259743,0.3081763779918497,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
902,2008-09-30,Chile,6.1185964778520505,2019-12-31,5.518143411256093,21.752805584415583,0.355519532349549,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
903,2008-12-31,Chile,5.197580268572692,2019-12-31,5.518143411256093,11.045255276679844,0.2125076421323452,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
904,2009-03-31,Chile,4.870309676904236,2019-12-31,5.518143411256093,5.959665454545454,0.1223672794936862,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
905,2009-06-30,Chile,5.779571791972867,2019-12-31,5.518143411256093,14.3573974025974,0.2484162827173132,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
906,2009-09-30,Chile,6.008912925966019,2019-12-31,5.518143411256093,25.129708831168838,0.4182072388264616,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
907,2009-12-31,Chile,6.811813177163704,2019-12-31,5.518143411256093,18.628194545454548,0.2734689584251184,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
908,2010-03-31,Chile,5.87445958280561,2019-12-31,5.518143411256093,10.079960000000002,0.1715895710560981,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
909,2010-06-30,Chile,6.30826670689395,2019-12-31,5.518143411256093,21.734831168831168,0.3445452162807003,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
910,2010-09-30,Chile,6.561127359905009,2019-12-31,5.518143411256093,18.572514025974023,0.2830689454295688,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
911,2010-12-31,Chile,7.246558802221685,2019-12-31,5.518143411256093,23.71212883116883,0.3272191598569385,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
912,2011-03-31,Chile,6.170103661584198,2019-12-31,5.518143411256093,27.95929548855835,0.4531414222849489,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
913,2011-06-30,Chile,6.657416428030191,2019-12-31,5.518143411256093,24.12286303030303,0.3623457131018098,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
914,2011-09-30,Chile,6.273451988150574,2019-12-31,5.518143411256093,26.224334782608693,0.4180208094704759,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
915,2011-12-31,Chile,6.80865206328066,2019-12-31,5.518143411256093,33.56494000000001,0.4929748162784981,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
916,2012-03-31,Chile,6.176420314768932,2019-12-31,5.518143411256093,36.46530205263159,0.5903954101931257,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
917,2012-06-30,Chile,6.53904675932604,2019-12-31,5.518143411256093,39.31981909090909,0.6013081193345323,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
918,2012-09-30,Chile,6.660569752771632,2019-12-31,5.518143411256093,30.950180496894404,0.4646776724170668,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
919,2012-12-31,Chile,7.418832130888827,2019-12-31,5.518143411256093,48.64458685403727,0.6556906261768901,2017-03-21T17:42:00,Original,,,,Americas,South America,Latin A,Latin America
920,2013-03-31,Chile,7.454375473061251,2019-12-31,5.518143411256093,39.26082947368421,0.5266816732745173,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
921,2013-06-30,Chile,7.586184238742938,2019-12-31,5.518143411256093,42.66775590909091,0.5624402804664962,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
922,2013-09-30,Chile,7.564210008703141,2019-12-31,5.518143411256093,38.59633636363636,0.5102494023728669,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
923,2013-12-31,Chile,7.966242722739262,2019-12-31,5.518143411256093,39.94584521739131,0.501438966997174,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
924,2014-03-31,Chile,6.710752570872727,2019-12-31,5.518143411256093,62.126711578947365,0.925778605645534,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
925,2014-06-30,Chile,6.99710290702935,2019-12-31,5.518143411256093,40.3537,0.5767201159705729,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
926,2014-09-30,Chile,6.568826097981885,2019-12-31,5.518143411256093,41.75622454545454,0.6356725527911775,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
927,2014-12-31,Chile,6.889102824883944,2019-12-31,5.518143411256093,24.876957806324107,0.3611059152211622,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
928,2015-03-31,Chile,6.009480896995405,2019-12-31,5.518143411256093,7.41738409090909,0.1234280334365918,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
929,2015-06-30,Chile,6.321411895674776,2019-12-31,5.518143411256093,17.16850974025974,0.271592960933407,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
930,2015-09-30,Chile,5.340213333213844,2019-12-31,5.518143411256093,32.59995095238095,0.6104615849262648,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
931,2015-12-31,Chile,5.853125426915257,2019-12-31,5.518143411256093,17.113848181818184,0.2923882017480976,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
932,2016-03-31,Chile,5.374162186284485,2019-12-31,5.518143411256093,5.883940909090909,0.109485733871364,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
933,2016-06-30,Chile,5.485582273221953,2019-12-31,5.518143411256093,11.665168484848484,0.2126514179140541,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
934,2016-09-30,Chile,5.500577084411024,2019-12-31,5.518143411256093,10.984437628458496,0.1996960947895644,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
935,2016-12-31,Chile,5.871317080934577,2019-12-31,5.518143411256093,11.696305454545454,0.1992109316072515,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
936,2017-03-31,Chile,4.887550842011568,2019-12-31,5.518143411256093,14.04457846153846,0.287354114883399,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
937,2017-06-30,Chile,5.377263994210699,2019-12-31,5.518143411256093,13.210566017558529,0.2456744923028024,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
938,2017-09-30,Chile,6.00628284875527,2019-12-31,5.518143411256093,8.813299599725276,0.1467346747007048,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
939,2017-12-31,Chile,6.643588469393473,2019-12-31,5.518143411256093,9.913365357692308,0.1492170293714377,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
940,2018-03-31,Chile,6.319795618856178,2019-12-31,5.518143411256093,11.146718803846152,0.1763778368178242,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
941,2018-06-30,Chile,6.008498473865171,2019-12-31,5.518143411256093,12.472211388888889,0.2075761763631724,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
942,2018-09-30,Chile,5.764520023841444,2019-12-31,5.518143411256093,19.20705955384616,0.3331944285804853,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
943,2018-12-31,Chile,6.200176222602787,2019-12-31,5.518143411256093,16.235089463504274,0.2618488391397512,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
944,2019-03-31,Chile,5.200303718585339,2019-12-31,5.518143411256093,9.445204014000002,0.181627930311913,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
945,2019-06-30,Chile,5.23371217973811,2019-12-31,5.518143411256093,16.342328984444443,0.3122511980638223,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
946,2019-09-30,Chile,5.526278056214848,2019-12-31,5.518143411256093,10.48027713931624,0.1896444050174081,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
947,2019-12-31,Chile,5.518143411256093,2019-12-31,5.518143411256093,10.582024898290598,0.1917678485250135,2021-03-18T12:23:00,Original,,,,Americas,South America,Latin A,Latin America
948,2020-03-31,Chile,4.578190107095445,2019-12-31,5.518143411256093,13.712278810909092,0.2995130933872166,2021-03-18T12:23:00,Original,,4.578190107095445,,Americas,South America,Latin A,Latin America
949,2020-06-30,Chile,4.468172376829389,2019-12-31,5.518143411256093,8.251902597402596,0.1846818318871157,2021-03-18T12:23:00,Original,,4.468172376829389,,Americas,South America,Latin A,Latin America
950,2020-09-30,Chile,4.99655914989254,2019-12-31,5.518143411256093,18.840734307359305,0.3770741772918772,2021-03-18T12:23:00,Original,,4.99655914989254,,Americas,South America,Latin A,Latin America
951,2020-12-31,Chile,5.338149409630782,2019-12-31,5.518143411256093,13.528711038961038,0.2534344770221927,2021-03-18T12:23:00,Original,,5.338149409630782,,Americas,South America,Latin A,Latin America
952,2021-03-31,Chile,4.976476040539636,2019-12-31,5.518143411256093,9.665597826086955,0.1942257482473249,2021-11-18T12:58:00,Original,,4.976476040539636,,Americas,South America,Latin A,Latin America
953,2021-06-30,Chile,5.26562852650774,2019-12-31,5.518143411256093,30.035642424242425,0.5704094444383946,2021-11-18T12:58:00,Original,,5.26562852650774,,Americas,South America,Latin A,Latin America
954,2021-09-30,Chile,4.840279596325527,2019-12-31,5.518143411256093,21.20293863636364,0.4380519392404466,2021-11-18T12:57:00,Original,,4.840279596325527,,Americas,South America,Latin A,Latin America
955,2021-12-31,Chile,5.284132367248316,2019-12-31,5.518143411256093,0.0,0.0,Forecast,Forecast,5.284132367248316,5.284132367248316,,Americas,South America,Latin A,Latin America
956,2022-03-31,Chile,5.727985138171104,2019-12-31,5.518143411256093,39.36333904761905,0.6872109144505815,Forecast,Forecast,5.727985138171104,5.727985138171104,5.727985138171104,Americas,South America,Latin A,Latin America
957,2022-06-30,Chile,4.589260571927951,2019-12-31,5.518143411256093,39.46215,0.8598803528696112,Forecast,Forecast,4.589260571927951,4.589260571927951,4.589260571927951,Americas,South America,Latin A,Latin America
958,2022-09-30,Chile,4.711746336776363,2019-12-31,5.518143411256093,38.7274,0.8219330420596481,Forecast,Forecast,4.711746336776363,4.711746336776363,4.711746336776363,Americas,South America,Latin A,Latin America
959,2022-12-31,Chile,4.5349210310528,2019-12-31,5.518143411256093,37.5958,0.8290287690251573,Forecast,Forecast,4.5349210310528,4.5349210310528,4.5349210310528,Americas,South America,Latin A,Latin America
960,2007-03-31,China,,2019-12-31,85.68583100691754,6217.437475789475,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
961,2007-06-30,China,,2019-12-31,85.68583100691754,14648.650305454546,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
962,2007-09-30,China,,2019-12-31,85.68583100691754,16776.761618923396,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
963,2007-12-31,China,,2019-12-31,85.68583100691754,30961.4300767236,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
964,2008-03-31,China,,2019-12-31,85.68583100691754,33463.792749857144,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
965,2008-06-30,China,,2019-12-31,85.68583100691754,28270.94172857143,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
966,2008-09-30,China,,2019-12-31,85.68583100691754,27549.302936103893,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
967,2008-12-31,China,,2019-12-31,85.68583100691754,13977.944393102767,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
968,2009-03-31,China,,2019-12-31,85.68583100691754,5551.4283709090905,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
969,2009-06-30,China,,2019-12-31,85.68583100691754,13682.215831168827,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
970,2009-09-30,China,,2019-12-31,85.68583100691754,24091.13071181818,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
971,2009-12-31,China,,2019-12-31,85.68583100691754,17685.601141363637,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
972,2010-03-31,China,,2019-12-31,85.68583100691754,10011.92027,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
973,2010-06-30,China,,2019-12-31,85.68583100691754,19315.84725844156,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
974,2010-09-30,China,,2019-12-31,85.68583100691754,19243.515333506493,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
975,2010-12-31,China,,2019-12-31,85.68583100691754,22242.00422506493,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
976,2011-03-31,China,,2019-12-31,85.68583100691754,35572.75484906408,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
977,2011-06-30,China,,2019-12-31,85.68583100691754,24505.02824151515,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
978,2011-09-30,China,,2019-12-31,85.68583100691754,20915.61523391304,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
979,2011-12-31,China,,2019-12-31,85.68583100691754,22020.458647142856,,,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
980,2012-03-31,China,99.45202195082868,2019-12-31,85.68583100691754,24337.07110963158,24.471167737207374,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
981,2012-06-30,China,99.45202195082868,2019-12-31,85.68583100691754,24393.975584090917,24.528385753838013,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
982,2012-09-30,China,99.45202195082868,2019-12-31,85.68583100691754,22699.465065714285,22.824538526665066,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
983,2012-12-31,China,99.45202195082868,2019-12-31,85.68583100691754,34113.55667874845,34.30152148702916,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
984,2013-03-31,China,103.6871108076221,2019-12-31,85.68583100691754,23254.24541293233,22.427325085832077,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
985,2013-06-30,China,103.6871108076221,2019-12-31,85.68583100691754,23723.223612272726,22.87962643330671,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
986,2013-09-30,China,103.6871108076221,2019-12-31,85.68583100691754,26294.158058181816,25.35913852105224,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
987,2013-12-31,China,103.6871108076221,2019-12-31,85.68583100691754,25991.334771304348,25.06708362192469,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
988,2014-03-31,China,95.04509195018136,2019-12-31,85.68583100691754,37162.55978218045,39.09992511939438,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
989,2014-06-30,China,95.04509195018136,2019-12-31,85.68583100691754,26154.436314285715,27.517924153300594,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
990,2014-09-30,China,95.04509195018136,2019-12-31,85.68583100691754,24713.33483077922,26.00169490470156,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
991,2014-12-31,China,95.04509195018136,2019-12-31,85.68583100691754,19101.076809960472,20.096857626243818,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
992,2015-03-31,China,75.7663172440586,2019-12-31,85.68583100691754,6313.6773381818175,8.333092550670226,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
993,2015-06-30,China,75.7663172440586,2019-12-31,85.68583100691754,14889.931758441558,19.65244227257092,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
994,2015-09-30,China,75.7663172440586,2019-12-31,85.68583100691754,18306.61499285714,24.1619438013436,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
995,2015-12-31,China,75.7663172440586,2019-12-31,85.68583100691754,10480.00074818182,13.832004945447752,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
996,2016-03-31,China,68.60560298812521,2019-12-31,85.68583100691754,8494.71538038961,12.38195571557026,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
997,2016-06-30,China,68.60560298812521,2019-12-31,85.68583100691754,11687.49508878788,17.035773435022268,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
998,2016-09-30,China,68.60560298812521,2019-12-31,85.68583100691754,10668.414989881425,15.550355255572924,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
999,2016-12-31,China,68.60560298812521,2019-12-31,85.68583100691754,11249.080432727273,16.39673720916694,2018-04-23T17:09:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1000,2017-03-31,China,77.87023902326332,2019-12-31,85.68583100691754,17950.70884769231,23.052078782408294,2020-05-24T17:46:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1001,2017-06-30,China,77.87023902326332,2019-12-31,85.68583100691754,17063.006425474916,21.91210228644275,2020-05-24T17:46:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1002,2017-09-30,China,77.87023902326332,2019-12-31,85.68583100691754,11142.80204411978,14.309448877883794,2020-05-24T17:46:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1003,2017-12-31,China,77.87023902326332,2019-12-31,85.68583100691754,12555.81732276154,16.124025661473258,2020-05-24T17:46:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1004,2018-03-31,China,85.37948784748215,2019-12-31,85.68583100691754,14040.952586796153,16.445346465275406,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1005,2018-06-30,China,85.37948784748215,2019-12-31,85.68583100691754,15763.402237185184,18.46275098925889,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1006,2018-09-30,China,85.37948784748215,2019-12-31,85.68583100691754,23891.49173779231,27.982706783707734,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1007,2018-12-31,China,85.37948784748215,2019-12-31,85.68583100691754,20573.33973505205,24.09634943208289,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1008,2019-03-31,China,85.68583100691754,2019-12-31,85.68583100691754,11952.362049256,13.949053080072328,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1009,2019-06-30,China,85.68583100691754,2019-12-31,85.68583100691754,20980.070540262222,24.48487724717109,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1010,2019-09-30,China,85.68583100691754,2019-12-31,85.68583100691754,13347.69783729772,15.577485426056198,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1011,2019-12-31,China,85.68583100691754,2019-12-31,85.68583100691754,13360.52632128946,15.592456960837367,2021-05-03T15:16:00,Original,,,,Asia,Eastern Asia,Asia/Pacific,China
1012,2020-03-31,China,79.69091161041858,2019-12-31,85.68583100691754,10736.919582521092,13.473204617121452,Forecast,Forecast,79.69091161041858,79.69091161041858,,Asia,Eastern Asia,Asia/Pacific,China
1013,2020-06-30,China,79.69091161041858,2019-12-31,85.68583100691754,6477.216384415585,8.127923565588588,Forecast,Forecast,79.69091161041858,79.69091161041858,,Asia,Eastern Asia,Asia/Pacific,China
1014,2020-09-30,China,79.69091161041858,2019-12-31,85.68583100691754,14714.464282467532,18.46441957446977,Forecast,Forecast,79.69091161041858,79.69091161041858,,Asia,Eastern Asia,Asia/Pacific,China
1015,2020-12-31,China,79.69091161041858,2019-12-31,85.68583100691754,10431.769712337662,13.0902878402684,Forecast,Forecast,79.69091161041858,79.69091161041858,,Asia,Eastern Asia,Asia/Pacific,China
1016,2021-03-31,China,96.8975913566442,2019-12-31,85.68583100691754,7778.873130434783,8.02793239906617,Forecast,Forecast,96.8975913566442,96.8975913566442,,Asia,Eastern Asia,Asia/Pacific,China
